"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"PA5307",304.692016131804,-0.850923767256525,0.146426279135749,-5.81127767692336,6.19978288593684e-09,1.05597683354416e-07,0.850923767256525,-1.80365544817052
"PA4629",97.8799037231474,1.89394601174605,0.326465950030731,5.80135849257102,6.57797958799723e-09,1.11504253341816e-07,1.89394601174605,3.71650361612398
"PA4047",571.371737015668,0.849143120345574,0.146473978941783,5.7972284666553,6.7419816378141e-09,1.13913222218132e-07,0.849143120345574,1.80143065899347
"PA0592",336.285081155456,0.853162254701845,0.147507936293263,5.78383967765407,7.30145322202908e-09,1.22966869150289e-07,0.853162254701845,1.80645617448246
"PA5376",199.688999875252,-1.06328367143524,0.18403308746247,-5.77767664552211,7.57391877966464e-09,1.27144107514112e-07,1.06328367143524,-2.08968237133768
"PA2050",62.2648990706668,1.34757078895556,0.233577390643021,5.76926895726424,7.96161503154256e-09,1.3322265152459e-07,1.34757078895556,2.54483265385318
"PA2504",147.758513175886,-1.4156741054669,0.245524079381291,-5.76592776168568,8.12098411229792e-09,1.35453850385892e-07,1.4156741054669,-2.66784362441249
"PA3039",91.4929489812264,1.62729880698257,0.282906359679867,5.75207573567449,8.81542883659895e-09,1.46567066024476e-07,1.62729880698257,3.08934032168049
"PA0282",584.379188561674,0.893099202551043,0.155343625081816,5.74918476429702,8.96747802533125e-09,1.48408621271721e-07,0.893099202551043,1.85716140229699
"PA1293",345.417504117235,-1.06249205695526,0.184816967924323,-5.7488880425217,8.98322745976018e-09,1.48408621271721e-07,1.06249205695526,-2.0885360659721
"PA1939",968.867072550499,-1.24266499109403,0.216275909134711,-5.74573930155125,9.15202215837834e-09,1.50718744658864e-07,1.24266499109403,-2.3663524878575
"PA1248",102.273078489671,-1.52242579265396,0.265099320333279,-5.74285060685929,9.30958558489407e-09,1.52683243777205e-07,1.52242579265396,-2.87273674698404
"PA3654",945.014894657706,0.91846707124615,0.159942581042881,5.74247999036546,9.32999068431039e-09,1.52683243777205e-07,0.91846707124615,1.89010590306869
"PA3607",69.1648699906834,1.54496554150783,0.269133780804954,5.74051141735896,9.43910565518422e-09,1.53984657772974e-07,1.54496554150783,2.91797099247491
"PA4587",475.666656216969,-1.76749087731237,0.307993379578961,-5.73873009779822,9.53890981890496e-09,1.55126520929942e-07,1.76749087731237,-3.40461314135975
"PA2240",269.92146458601,0.942053264838039,0.164182849947113,5.73782989600615,9.5897359479456e-09,1.5546724571062e-07,0.942053264838039,1.9212606602564
"PA3886",155.907577845361,-1.25918601209241,0.219808697254274,-5.7285540919056,1.01290256000234e-08,1.63700152864975e-07,1.25918601209241,-2.39360652324952
"PA3455",342.831057592331,-1.12351123457318,0.196262059423763,-5.72454624124436,1.0371055787697e-08,1.67092799749769e-07,1.12351123457318,-2.17876596314909
"PA4456",836.879727433143,0.930057745558637,0.162649845887537,5.71815940238712,1.07684102795501e-08,1.72959281156725e-07,0.930057745558637,1.90535225851724
"PA5194",237.266486941515,1.26911034337595,0.222064916843051,5.71504207606517,1.09676883108702e-08,1.75617999906981e-07,1.26911034337595,2.41012895972554
"PA4194",78.22282134948,1.57694615418386,0.276064118245573,5.71224599634889,1.11494759233971e-08,1.77981204617664e-07,1.57694615418386,2.98337670251064
"PA0459",697.685842525586,-1.50524134456895,0.263543312524283,-5.71155204110998,1.11950451257351e-08,1.78162124875613e-07,1.50524134456895,-2.83872155476778
"PA5359",144.157407459886,-1.24074125846544,0.217757547090893,-5.69781059274858,1.21355763768315e-08,1.92541278856803e-07,1.24074125846544,-2.36319922561432
"PA3819",2019.9013676549,1.2700350045099,0.222932040943009,5.69696037921517,1.21962256104186e-08,1.92915374093065e-07,1.2700350045099,2.41167416979088
"PA4054",622.454705187265,-0.874141509757578,0.153751542499081,-5.68541619517609,1.30494465103476e-08,2.05785817090452e-07,0.874141509757578,-1.83291706603395
"PA4113",169.665129773382,1.06510544110463,0.187494122501673,5.68074042478387,1.34112884170991e-08,2.10853005808409e-07,1.06510544110463,2.09232279392839
"PA4640",2083.78248652491,1.00378323762991,0.176779567872508,5.67816320466308,1.36148783874877e-08,2.13409117856885e-07,1.00378323762991,2.00525156367774
"PA3064",181.531426829824,1.57194090067723,0.277301834029223,5.66869997878044,1.43885064111072e-08,2.24858220310516e-07,1.57194090067723,2.97304417701322
"PA3979",250.098246857597,1.38559077950222,0.244725973312544,5.66180516414847,1.49788840232907e-08,2.33383570231152e-07,1.38559077950222,2.61278928489719
"PA1978",56.6992976389716,2.75666210378834,0.488279943544463,5.64565909420221,1.6454962222523e-08,2.55616786286596e-07,2.75666210378834,6.75830801439307
"PA3007",567.954625177819,1.18732596522212,0.210359717635751,5.6442648743142,1.65888516272277e-08,2.56929713893133e-07,1.18732596522212,2.27730253803094
"PA0168",153.740057698098,-1.43393825592662,0.25427581844721,-5.63930248925467,1.70740370073174e-08,2.63659610047714e-07,1.43393825592662,-2.70183253429651
"PA4636",564.866847872813,1.1882862688851,0.211067802811686,5.62987937077872,1.80335701464493e-08,2.77652955745923e-07,1.1882862688851,2.27881888757413
"PA2626",870.064271691387,0.688549383481337,0.122792309547798,5.60743084006669,2.05352027214173e-08,3.15236563310489e-07,0.688549383481337,1.6116621920403
"PA3102",202.884213731536,-1.03546248677964,0.185196756698531,-5.59114805917037,2.25573126208101e-08,3.45259573172634e-07,1.03546248677964,-2.04977063861183
"PA0789",664.401502783493,0.766605182326233,0.137130174069715,5.5903464538483,2.26617000169909e-08,3.458401375027e-07,0.766605182326233,1.70126181649573
"PA3139",2143.93257860088,0.796313031746394,0.142489496347409,5.5885735591687,2.28942396059737e-08,3.48367318448792e-07,0.796313031746394,1.73665722912636
"PA0774",239.392912090152,1.11995915229954,0.200515596445466,5.58539670805177,2.33167340260181e-08,3.52733383347088e-07,1.11995915229954,2.1734081874569
"PA3008",316.112411945963,0.89402699716673,0.160058487308669,5.58562693050211,2.32858637386551e-08,3.52733383347088e-07,0.89402699716673,1.85835612361318
"PA0938",2597.12009847743,0.716416574796533,0.12843878558327,5.57788343718075,2.4346269892685e-08,3.67240546439225e-07,0.716416574796533,1.64309577305015
"PA0079",523.879459796325,1.16751841894286,0.209669165611127,5.56838396117934,2.57112764767171e-08,3.86709487817444e-07,1.16751841894286,2.24624986797984
"PA1790",190.350934390857,1.16513964315816,0.209613659746331,5.55851009217712,2.72087228456457e-08,4.08052431379655e-07,1.16513964315816,2.24254920920394
"PA1796",611.930353161012,0.965456907019292,0.17372586479444,5.55735847486879,2.73887894299892e-08,4.09572586763401e-07,0.965456907019292,1.95268184541898
"PA4952",375.819688564455,0.962469864587587,0.173291246521312,5.55405933022252,2.7911067715977e-08,4.16186809151703e-07,0.962469864587587,1.94864307818356
"PA0783",454.531255013321,0.972611892902734,0.175142209512299,5.55326951516181,2.80375275245329e-08,4.16877980679055e-07,0.972611892902734,1.96239014364009
"PA1542",112.49291021741,1.82984738475656,0.32965609842449,5.55077668364656,2.84403198781913e-08,4.21662178478939e-07,1.82984738475656,3.55499464028622
"PA1737",178.401126024121,-1.14456499278921,0.206290220229284,-5.54832406265827,2.88420917821601e-08,4.26404106915798e-07,1.14456499278921,-2.21079459845288
"PA3742",4121.71858675109,1.06583887487963,0.192195233954574,5.54560512739634,2.92939262541921e-08,4.30637266177445e-07,1.06583887487963,2.09338675429488
"PA5285",752.758080901593,1.36710347123578,0.24651687577771,5.54567904092915,2.92815529398585e-08,4.30637266177445e-07,1.36710347123578,2.57952150001117
"PA5296",879.974092374202,1.37193203948944,0.247734314863021,5.53791686165082,3.06090492003772e-08,4.48702794475388e-07,1.37193203948944,2.58816938614013
"PA1332",37.1670273205414,2.25117914512753,0.407216686313019,5.52820947861919,3.23515619702339e-08,4.72914405879486e-07,2.25117914512753,4.76071790562491
"PA1132",117.354884593451,1.30701035604883,0.236710433306148,5.52155787049073,3.36007109124051e-08,4.89798598286152e-07,1.30701035604883,2.47428271837023
"PA0176",363.451544966975,-1.5087770386308,0.273491285984122,-5.51672801274697,3.45369311347968e-08,5.02039635825371e-07,1.5087770386308,-2.84568710164442
"PA5056",257.286796413452,-1.33495480209566,0.242074265649979,-5.51464980596454,3.49475120834668e-08,5.06592904964794e-07,1.33495480209566,-2.5226757840195
"PA2951",4518.84168110041,-0.683172097382487,0.124024894508785,-5.50834653065637,3.62219830900138e-08,5.23608888890088e-07,0.683172097382487,-1.60566630403961
"PA4389",766.957433922066,-1.13072995778152,0.20565451917373,-5.49820136374598,3.83684649373359e-08,5.53101084581429e-07,1.13072995778152,-2.18969503829294
"PA3391",394.208664520764,2.44377709322373,0.444962237174019,5.4920999785157,3.97182425877925e-08,5.6987503165427e-07,2.44377709322373,5.44064272618681
"PA3636",1792.36427582301,0.940116516835802,0.171180696061978,5.49195404892747,3.97510831073213e-08,5.6987503165427e-07,0.940116516835802,1.91868319161052
"PA1890",118.615911491917,-1.05787293338846,0.192645169244562,-5.49130267598613,3.98979917680188e-08,5.70409750441676e-07,1.05787293338846,-2.08185982569123
"PA3028",436.728662232275,-1.18529281394624,0.215998931511337,-5.48749387625572,4.07676145079452e-08,5.81245659998211e-07,1.18529281394624,-2.27409545723862
"PA5139",162.352923553853,1.12903393674116,0.205818863054137,5.48557075861502,4.12136543027744e-08,5.85999609266771e-07,1.12903393674116,2.18712236238567
"PA5452",368.69626269058,-0.843715315453542,0.153982032894541,-5.47931014803126,4.2698732924261e-08,6.05461052146742e-07,0.843715315453542,-1.79466592803146
"PA0446",88.1437590113816,-1.32379063840165,0.242095253776408,-5.46805696415783,4.54995670495732e-08,6.43423225342333e-07,1.32379063840165,-2.50322962626628
"PA2591",241.565727075487,-1.32243260719308,0.242269410764719,-5.45852075595859,4.80117745992328e-08,6.77109146380508e-07,1.32243260719308,-2.50087440608721
"PA1698",80.6708397677495,1.73067833990402,0.317157003304646,5.45685046166742,4.84654180602735e-08,6.81659555636928e-07,1.73067833990402,3.31883829901581
"PA0083",822.893821249245,0.767424411609419,0.140666617160815,5.45562569925224,4.88006947617938e-08,6.83705751380493e-07,0.767424411609419,1.70222814634668
"PA0945",1270.37123098792,1.00159158406649,0.183597698751691,5.45536022987471,4.88736624737785e-08,6.83705751380493e-07,1.00159158406649,2.00220762151898
"PA0233",87.5740170587234,-1.17290575180271,0.215197247547198,-5.45037524955083,5.02636504814069e-08,7.01265515027457e-07,1.17290575180271,-2.25465352776204
"PA0968",463.260475100377,1.51778267049387,0.27865307535444,5.44685418800166,5.12684573659177e-08,7.13371797145015e-07,1.51778267049387,2.863506087532
"PA4145",116.222806186225,-1.10731284034293,0.203468283481093,-5.44218893184808,5.26298122122011e-08,7.30361447339452e-07,1.10731284034293,-2.15443987996397
"PA0946",422.042275653043,-0.773469819385185,0.142184216403795,-5.43991336695613,5.33064865883262e-08,7.37784457993749e-07,0.773469819385185,-1.70937605626902
"PA2068",97.8595017633852,-2.09811234180221,0.38668671286812,-5.4258713112746,5.7672501599209e-08,7.96094690510036e-07,2.09811234180221,-4.28148817765644
"PA1299",192.820043702915,1.19289018305367,0.219905917168286,5.42454790855308,5.8101405609856e-08,7.99893425380134e-07,1.19289018305367,2.28610264765626
"PA4922",2310.09540814959,-1.47455377089109,0.272040668128336,-5.42034314588386,5.94847447352499e-08,8.16777339319896e-07,1.47455377089109,-2.77897676242383
"PA1377",160.402212786157,-1.04814465069624,0.193424624078502,-5.41887908889432,5.99738589491426e-08,8.21326215714047e-07,1.04814465069624,-2.06786879535873
"PA0088",558.058899586768,0.993158368877583,0.183443129255521,5.41398510213046,6.16372967461515e-08,8.41891055818825e-07,0.993158368877583,1.99053793885121
"PA0326",23.0657730490312,2.17992272704482,0.402722140204157,5.41296966176165,6.19879961289688e-08,8.44464743076318e-07,2.17992272704482,4.53129283170177
"PA1624",211.349025642444,-1.21970607278002,0.225502999086187,-5.40882417405833,6.3439873078864e-08,8.59388441314601e-07,1.21970607278002,-2.32899262769519
"PA1951",55.6030013499273,-1.66954483353231,0.308692946557523,-5.40843207514364,6.35788912194699e-08,8.59388441314601e-07,1.66954483353231,-3.18114213475436
"PA2575",333.725681859576,-1.4259233764039,0.263604183807812,-5.40933514713677,6.32591501587725e-08,8.59388441314601e-07,1.4259233764039,-2.68686414445709
"PA2815",677.549598655353,-1.24074018951092,0.230038774125707,-5.3936132907442,6.9054752261571e-08,9.30986867277761e-07,1.24074018951092,-2.36319747461949
"PA4967",1158.79822079264,-0.687072273103374,0.127404536067119,-5.39283995933559,6.93527187060689e-08,9.32587979706414e-07,0.687072273103374,-1.6100129282652
"PA2071",512.818856216152,-1.19594131703593,0.221819452381197,-5.39150784206563,6.9868909514667e-08,9.37107745140018e-07,1.19594131703593,-2.29094260784061
"PA4700",849.78209677008,0.850379070073051,0.157792060895463,5.38923862992338,7.07568026472562e-08,9.46576866263037e-07,0.850379070073051,1.80297459700364
"PA4292",863.771328258985,1.37445319959102,0.255168515317067,5.38645294025856,7.18617333762311e-08,9.58893488435658e-07,1.37445319959102,2.59269625705081
"PA2259",2049.51269131852,-0.948469908895076,0.176108709060319,-5.38570700992541,7.21604284743258e-08,9.60416546752919e-07,0.948469908895076,-1.92982484168875
"PA1188",114.438910881176,-1.14474282787422,0.212715138178255,-5.38157668362523,7.38362369827417e-08,9.80213717495377e-07,1.14474282787422,-2.21106713080838
"PA2236",361.911731358534,0.804903678019218,0.149853626350175,5.37126593211922,7.81858068602131e-08,1.03531536615916e-06,0.804903678019218,1.74702914699798
"PA3770",3276.98515730704,0.71342937738616,0.132841608776736,5.37052647853132,7.85071046330199e-08,1.03693140231024e-06,0.71342937738616,1.63969715215539
"PA2587",475.103689397744,-1.02795481009963,0.191656981980265,-5.36351349936982,8.16185488623699e-08,1.07529855260702e-06,1.02795481009963,-2.03913149276635
"PA1655",220.682327131935,-1.37063424020591,0.255875889241582,-5.3566369393712,8.47852461818185e-08,1.11207800977164e-06,1.37063424020591,-2.58584220406366
"PA2897",1117.8375610456,-0.925747614875271,0.172826143939653,-5.35652531366159,8.48376191159376e-08,1.11207800977164e-06,0.925747614875271,-1.89966840861646
"PA1004",787.95948033445,0.952471660656884,0.17786397913169,5.35505651738331,8.55296786712448e-08,1.11833278343005e-06,0.952471660656884,1.93518522641813
"PA0913",691.497451108823,1.20922243219249,0.226116867062925,5.34777634193907,8.90413999084385e-08,1.16133194266545e-06,1.20922243219249,2.31212986576002
"PA2781",188.972140704468,-1.11699281499372,0.209204011442325,-5.33925141919022,9.33311406705213e-08,1.21423814012348e-06,1.11699281499372,-2.16894401573926
"PA0947",407.746176129317,1.2101077161566,0.226807212069439,5.33540227894569,9.53329612117927e-08,1.23718885323234e-06,1.2101077161566,2.31354909822613
"PA3746",1956.33589533753,0.816970777546221,0.153181106582581,5.33336516344975,9.64091586577419e-08,1.24804293944002e-06,0.816970777546221,1.76170306378407
"PA3018",170.798518515504,1.28435758192177,0.240946544346436,5.33046691084769,9.7960581536572e-08,1.26497981716209e-06,1.28435758192177,2.43573567641098
"PA4733",298.674695963605,-0.964025160312724,0.180880688288508,-5.32961904023211,9.8418993844114e-08,1.26775357417022e-06,0.964025160312724,-1.95074494335995
"PA1944",231.54073123348,-1.08634342104954,0.203968835990576,-5.32602647739645,1.00384504500222e-07,1.28987891708433e-06,1.08634342104954,-2.12335180323795
"PA4432",6617.23503189993,1.11761092602119,0.210329038585583,5.31363112548265,1.07462043800339e-07,1.37741989147035e-06,1.11761092602119,2.16987348136578
"PA4306",61.3985095132127,-2.82835246759074,0.532790342080646,-5.30856557298973,1.10491335013797e-07,1.41276881427961e-06,2.82835246759074,-7.10262574231052
"PA3183",9590.18698337484,-0.679490309366432,0.128036575534097,-5.30700158553896,1.11443208953587e-07,1.4214472043982e-06,0.679490309366432,-1.60157383419599
"PA4768",429.033304018928,1.14530038674978,0.216377990955278,5.29305398249352,1.20290392730807e-07,1.53054084051618e-06,1.14530038674978,2.21192180786718
"PA3810",2052.54697053591,0.858572332570201,0.16249108146098,5.28381203971724,1.26523066654327e-07,1.60591716797346e-06,0.858572332570201,1.81324306680968
"PA3623",1202.66859488487,-1.0734568426756,0.203289632203188,-5.28043083674173,1.28880468575142e-07,1.63185877972029e-06,1.0734568426756,-2.10446985267446
"PA4460",933.787091949368,0.725869755952017,0.137684570178604,5.27197604648378,1.34962695732295e-07,1.70472298201666e-06,0.725869755952017,1.65389741910804
"PA4129",528.682539292651,-0.984470751094204,0.186770477011573,-5.27101909705569,1.35668351437415e-07,1.70948692707096e-06,0.984470751094204,-1.97858734008256
"PA1771",289.567719991161,0.79125233689252,0.150596862191195,5.25410905233841,1.48742733162359e-07,1.86904859017085e-06,0.79125233689252,1.73057604388192
"PA2205",51.6258938514275,1.84234791703419,0.350674305260143,5.25372942755948,1.49049801099328e-07,1.86904859017085e-06,1.84234791703419,3.58593146903843
"PA1197",142.315740720722,-1.35024282710791,0.257275814016867,-5.24823070628546,1.53566911150845e-07,1.92106299430048e-06,1.35024282710791,-2.54955034590207
"PA3723",304.871708878517,-1.3995031794795,0.26710152351558,-5.23959265023762,1.60931434328626e-07,2.00642763481583e-06,1.3995031794795,-2.63810718080865
"PA5530",615.970441570909,-1.27774687180564,0.243876075607204,-5.23932849347479,1.61161942996352e-07,2.00642763481583e-06,1.27774687180564,-2.424600192346
"PA3846",169.328221472157,-1.13347809579523,0.21639768198029,-5.23794009909251,1.62378743216529e-07,2.01675174152463e-06,1.13347809579523,-2.19387008498223
"PA1476",165.735947857032,1.18819311802912,0.227040940594323,5.23338704869175,1.66431725253463e-07,2.06216832909291e-06,1.18819311802912,2.27867175524806
"PA1235",78.953882254233,-1.22778330357029,0.2349468520995,-5.22579167415416,1.7341152023073e-07,2.14354762774518e-06,1.22778330357029,-2.34206855142006
"PA4936",492.64911926435,-0.731853533703008,0.140164972752186,-5.22137249651477,1.77601891412575e-07,2.19014275571337e-06,0.731853533703008,-1.66077143362147
"PA0582",148.634461033414,1.02506049551711,0.196340592234693,5.22082817338056,1.78124753766032e-07,2.19139767990173e-06,1.02506049551711,2.03504471651598
"PA3686",2270.88226737585,-0.780201605745144,0.149466587326023,-5.21990646674318,1.79013515913103e-07,2.19713758682026e-06,0.780201605745144,-1.71737084572404
"PA5561",624.461490362846,1.30625904269846,0.250359639874009,5.21753044282943,1.81324428920026e-07,2.22026430141133e-06,1.30625904269846,2.47299451980862
"PA0413",3357.53286191312,-0.855665772368015,0.16407902776038,-5.21496125402221,1.83855661191278e-07,2.24267662206718e-06,0.855665772368015,-1.80959365055691
"PA1833",859.669402026277,-0.898740848945609,0.17234429482439,-5.21479895729291,1.84016702079686e-07,2.24267662206718e-06,0.898740848945609,-1.86443803411859
"PA3096",192.765128763475,-0.946419356366092,0.181542481394807,-5.2132115254494,1.85599056921796e-07,2.25667638369398e-06,0.946419356366092,-1.92708386305398
"PA1687",282.811558255877,1.10111631713927,0.211290425721067,5.2113876593391,1.87433329148957e-07,2.27366677130809e-06,1.10111631713927,2.14520618369165
"PA4940",241.400243737166,1.08622385312527,0.208594086022363,5.20735689989223,1.91549453100375e-07,2.31819384635896e-06,1.08622385312527,2.12317583101931
"PA0070",3778.77889177893,1.02907551508491,0.197802768789657,5.20253341943474,1.96589992979193e-07,2.37145409663299e-06,1.02907551508491,2.04071613304511
"PA1305",226.936328299127,0.935599765805682,0.179844286316078,5.20227684165267,1.96861677506812e-07,2.37145409663299e-06,0.935599765805682,1.9126856230272
"PA5253",5164.18380448926,-0.727137551919705,0.139950031015538,-5.19569411055704,2.03957391439402e-07,2.45125696316547e-06,0.727137551919705,-1.65535145200688
"PA4873",151.247328868662,1.28438502033074,0.247231998703695,5.19505981048214,2.046540329224e-07,2.45396218278381e-06,1.28438502033074,2.43578200175714
"PA1135",68.197567027803,-1.63309880018673,0.314634268342005,-5.19046704223446,2.09767251020784e-07,2.50949143520036e-06,1.63309880018673,-3.10178523789288
"PA1839",280.135668833444,1.02976505032736,0.198447112710558,5.18911581157299,2.11294960328749e-07,2.52013969621788e-06,1.02976505032736,2.04169172523853
"PA2367",67.1337248115758,-1.99959615173786,0.385365934464382,-5.18882436901716,2.11625873798466e-07,2.52013969621788e-06,1.99959615173786,-3.99888045156571
"PA3970",312.566043165561,-1.12650069617428,0.217231488818348,-5.18571548858774,2.15187109715866e-07,2.55669798849627e-06,1.12650069617428,-2.18328534522669
"PA1117",135.190947139803,1.11038011969243,0.214305827462884,5.18128756850877,2.20359455190191e-07,2.61218816585365e-06,1.11038011969243,2.15902525565895
"PA2716",92.2941996302722,-1.48545830281928,0.286791636995164,-5.17957329015256,2.22394025936014e-07,2.62751192399239e-06,1.48545830281928,-2.80006108898708
"PA4480",574.107761372716,0.841131724236316,0.162401061676099,5.17934867885231,2.22661944365996e-07,2.62751192399239e-06,0.841131724236316,1.79145490021994
"PA4711",149.760599086771,1.05081872149732,0.203139394466496,5.17289482060867,2.30494774661471e-07,2.71378915687397e-06,1.05081872149732,2.07170519544844
"PA3248",72.4697787069782,-1.32203776126943,0.255827175012127,-5.16769870599853,2.36993948056277e-07,2.78155341081922e-06,1.32203776126943,-2.50019004458185
"PA3449",82.8386963062868,1.59185567556082,0.308054858069808,5.16744220667376,2.3731931483546e-07,2.78155341081922e-06,1.59185567556082,3.01436825242626
"PA2876",228.984072324163,0.966905803000505,0.187262380307053,5.16337451983189,2.42537186675689e-07,2.8363225156411e-06,0.966905803000505,1.95464390529345
"PA4720",413.037361990785,0.760869531253192,0.14746929720405,5.15951147580499,2.47595047941703e-07,2.8889789898848e-06,0.760869531253192,1.69451162142437
"PA1382",201.03700030106,1.39510999611237,0.270664792096027,5.15438297426363,2.5446741386733e-07,2.96252443348006e-06,1.39510999611237,2.63008603971814
"PA4378",302.205973565974,0.834769554141424,0.161991030491416,5.15318380041827,2.56100729358446e-07,2.97488436513695e-06,0.834769554141424,1.78357212094327
"PA4030",227.547495160255,0.949185329940101,0.184442695162963,5.14623433094737,2.65767401893921e-07,3.08029745981284e-06,0.949185329940101,1.93078206386389
"PA2993",345.952856186865,1.0139598977529,0.1977865486578,5.12653618071468,2.9512136357146e-07,3.41291461339084e-06,1.0139598977529,2.01944646034558
"PA2699",33.9477525318245,-1.88513677671659,0.368055007674227,-5.12188867807817,3.02490462475646e-07,3.49037775326665e-06,1.88513677671659,-3.69387942971139
"PA4517",190.498875943227,1.20972692734219,0.236551126747269,5.11401887607434,3.15375821268107e-07,3.63100834929033e-06,1.20972692734219,2.31293853442699
"PA1751",101.518287564903,-1.01965400305726,0.199578825506233,-5.10902897875515,3.23818690237385e-07,3.71998336422815e-06,1.01965400305726,-2.02743266856963
"PA2369",99.7011225279484,-1.7061937515924,0.334097330254556,-5.10687634137157,3.27527932602565e-07,3.75430696313601e-06,1.7061937515924,-3.26298815792257
"PA3828",717.202759812705,0.804432611432487,0.157920445199729,5.09391048394707,3.5075242625567e-07,4.01168269502089e-06,0.804432611432487,1.74645880282161
"PA2990",249.411195525816,-0.902413856546909,0.177318080386215,-5.08923768282045,3.59505783068743e-07,4.10278091028452e-06,0.902413856546909,-1.86919081948335
"PA2904",209.406895409718,1.32575115271217,0.260642440060208,5.08647460638385,3.64780535562549e-07,4.15386850561817e-06,1.32575115271217,2.50663363987871
"PA3610",69.9044568090489,1.63551886621793,0.322178256328301,5.07644086493325,3.84570412124311e-07,4.36966031592776e-06,1.63551886621793,3.10699273105972
"PA5245",407.686531983876,-0.756270702924141,0.149155247736947,-5.07035933631992,3.97065294117263e-07,4.50180346532949e-06,0.756270702924141,-1.68911868622444
"PA3340",692.242245463932,-0.70200718202589,0.138487517188529,-5.06910078451488,3.9969955091423e-07,4.52181839773403e-06,0.70200718202589,-1.62676649461468
"PA5521",344.644125824162,-0.744215889711486,0.146857791417231,-5.06759554620515,4.02872292933717e-07,4.54782518964656e-06,0.744215889711486,-1.67506361838548
"PA2261",1145.01420740143,-1.28362658935577,0.25356612082129,-5.06229533029947,4.14238668359681e-07,4.66601305225927e-06,1.28362658935577,-2.43450183722804
"PA2373",178.466699944081,-1.31364253028266,0.259778331643009,-5.05678253445666,4.26388984111548e-07,4.79250167023001e-06,1.31364253028266,-2.48568336104546
"PA0656",57.0783788110568,-1.65922670204452,0.32866274895151,-5.04841728287655,4.45485276759229e-07,4.99634780227377e-06,1.65922670204452,-3.15847182338507
"PA4578",1542.54708473805,-1.17371036268025,0.232782757465242,-5.04208462628724,4.60487543415351e-07,5.15349930308277e-06,1.17371036268025,-2.25591132977538
"PA4734",201.069058340215,-0.899894398550724,0.17854708366157,-5.0400957556744,4.6529897669329e-07,5.19617140496112e-06,0.899894398550724,-1.86592939699358
"PA1654",214.007757149545,-0.950877939502678,0.188892235327987,-5.03397049567232,4.80423646233951e-07,5.35358598501388e-06,0.950877939502678,-1.93304863991144
"PA3938",975.826626126441,0.954942423142106,0.189773111084357,5.03202175316407,4.85334178586744e-07,5.39675013966969e-06,0.954942423142106,1.93850226818044
"PA4536",69.4834727544221,-1.17659397464955,0.233974105524241,-5.02873585952291,4.93723950408362e-07,5.47833568853969e-06,1.17659397464955,-2.26042488130595
"PA2571",128.050471291141,-1.27130735365489,0.253032966416127,-5.02427557824283,5.05336324713319e-07,5.595255816613e-06,1.27130735365489,-2.4138020242361
"PA2624",3204.68170503808,1.27925819052171,0.255464674163455,5.00757372701633,5.51204406808761e-07,6.09016503828618e-06,1.27925819052171,2.42714145265232
"PA4461",1207.75464079232,0.686537609801625,0.137272448243969,5.00127752206668,5.69516617118957e-07,6.27916202433697e-06,0.686537609801625,1.60941636744378
"PA0087",216.98964309994,1.00729965870564,0.201468539393289,4.999786377263,5.73938677287937e-07,6.31453885117637e-06,1.00729965870564,2.01014511988155
"PA0654",1232.92890019864,1.15212819807365,0.230765374631065,4.99263895164347,5.95598346166219e-07,6.53901644187554e-06,1.15212819807365,2.22241493262339
"PA4887",179.521914834508,0.906439631014277,0.181733286695511,4.98774686517937,6.10875359476817e-07,6.69262183308917e-06,0.906439631014277,1.87441399502347
"PA3923",776.813650233812,-1.0271091977191,0.206070603982444,-4.98425868546783,6.21998186570731e-07,6.80016504813883e-06,1.0271091977191,-2.03793663900583
"PA2798",1534.94000960825,0.802887706491158,0.161112285335967,4.98340461633262,6.24751177231283e-07,6.81594366103061e-06,0.802887706491158,1.74458961450319
"PA5271",141.85432578266,-0.996940435203878,0.200092804694479,-4.98239023000403,6.28036190494202e-07,6.83744840027579e-06,0.996940435203878,-1.99576303688829
"PA4489",2365.03030361056,0.673672094030996,0.135380292573601,4.97614594579745,6.48627498240486e-07,7.04688413537263e-06,0.673672094030996,1.59512788642516
"PA0835",706.817312079137,-1.0234328230524,0.205983751362765,-4.96851240100971,6.74684862468271e-07,7.31470838392684e-06,1.0234328230524,-2.03275004001563
"PA0076",206.261389052649,1.30690182907547,0.263081796769404,4.96766346103752,6.77644314929646e-07,7.33151978148415e-06,1.30690182907547,2.47409659704359
"PA2235",1121.40341874763,0.807483393354078,0.162585779917678,4.96650687263627,6.81696384014472e-07,7.36005805479526e-06,0.807483393354078,1.75015584359343
"PA0078",589.636717922674,1.22791001371415,0.247308354504667,4.96509718069785,6.86666769886978e-07,7.39837240267461e-06,1.22791001371415,2.34227426147467
"PA0130",298.731878125072,-1.02883121431773,0.207269114730604,-4.96374588010829,6.91464044496332e-07,7.4346671230556e-06,1.02883121431773,-2.04037059480317
"PA0018",196.758443181926,0.945462013394821,0.190742907568869,4.95673482933281,7.16877097673579e-07,7.69201735318207e-06,0.945462013394821,1.92580551374104
"PA1982",86.1036858550545,2.45287238334787,0.494994027131351,4.95535753746979,7.21974052837003e-07,7.73076742996659e-06,2.45287238334787,5.47505092369561
"PA2829",82.9137466482464,1.26496748996251,0.255307494390991,4.95468216857464,7.24486136503926e-07,7.7417368672822e-06,1.26496748996251,2.40321794375163
