"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"PA1193",299.9141801571,0.694513649368141,0.171510331397927,4.04939832899499,5.1349480097119e-05,0.000318881496927693,0.694513649368141,1.61833877878291
"PA5150",243.510963234919,-1.02116002861049,0.252270060993299,-4.04788433708595,5.16826731846649e-05,0.000320568094461259,1.02116002861049,-2.02955020524543
"PA2448",59.3052666464567,-1.19919720438661,0.296505113421651,-4.04444021402514,5.24482897985861e-05,0.000324929642990288,1.19919720438661,-2.29611866654253
"PA5329",82.2795539013722,-1.11778552937486,0.276552365555093,-4.04185849985861,5.30292305008616e-05,0.000328138068402478,1.11778552937486,-2.17013610798015
"PA5406",70.9494314804927,1.50958544484447,0.373701577466894,4.03954795983757,5.35543167805961e-05,0.000330993663332806,1.50958544484447,2.84728211356205
"PA0533",210.564636521287,-0.872295363758348,0.215992525755491,-4.03854420752414,5.37839580759788e-05,0.000331829006789726,0.872295363758348,-1.83057307213808
"PA4518",84.9807019976771,1.3703713710308,0.33933521573931,4.03840010546847,5.38170026384567e-05,0.000331829006789726,1.3703713710308,2.58537108836345
"PA4566",1977.53953224133,0.796585816337721,0.197495297361437,4.03344194510053,5.49657649405604e-05,0.000338511054142812,0.796585816337721,1.73698562709588
"PA2566",82.8874724322845,-1.15560305504227,0.286696707994283,-4.03075104394053,5.55989095704949e-05,0.000342005585584936,1.15560305504227,-2.22777426464773
"PA5157",69.0467596746871,1.40780134819944,0.349319771961219,4.03012214366077,5.57478769445093e-05,0.000342517062124234,1.40780134819944,2.65332490663799
"PA2795",272.556982327988,0.677676130297741,0.168581545015439,4.01987139360763,5.82299195740157e-05,0.000357344930970729,0.677676130297741,1.59956113188481
"PA0907",112.624869068184,1.10535733749275,0.275044209353016,4.01883515414802,5.84865707238124e-05,0.00035826669187996,1.10535733749275,2.15152161988201
"PA2121",70.5366183891866,-1.09265540445895,0.271910870538178,-4.01843222485484,5.85866554169573e-05,0.00035826669187996,1.09265540445895,-2.1326621029037
"PA2903",468.206739409864,1.29526069462851,0.32230881963825,4.01869454296124,5.85214791076746e-05,0.00035826669187996,1.29526069462851,2.4542133901801
"PA2540",704.749053890568,0.764609368366719,0.190351896251369,4.01682033866905,5.89886607729017e-05,0.000360301632232606,0.764609368366719,1.69890993028195
"PA4567",5212.38768156123,0.8092661956936,0.201776349596165,4.01070887303327,6.05367182514945e-05,0.000369323659766445,0.8092661956936,1.7523199257536
"PA4919",1620.02444757278,0.854825597579845,0.213507285864361,4.0037303369727,6.23514345766677e-05,0.000379949491261099,0.854825597579845,1.80854011373973
"PA5113",534.138321126267,0.863713876835624,0.215785220034838,4.0026554028871,6.26354994660422e-05,0.000381234080960566,0.863713876835624,1.81971671620865
"PA0969",1750.28705938023,0.712228274324207,0.178057711199011,3.99998556382749,6.33463477702579e-05,0.000385110273126661,0.712228274324207,1.63833260481889
"PA4362",85.6288161811078,-1.03632186566691,0.259208922541066,-3.99801772063897,6.38751701830103e-05,0.00038784664894379,1.03632186566691,-2.05099200162712
"PA4893",52.2359701260876,-1.09351179552347,0.273531321789039,-3.99775714302596,6.3945508223246e-05,0.00038784664894379,1.09351179552347,-2.13392843771601
"PA3844",63.4923129665378,-0.984528523625226,0.246739642180183,-3.99015137951067,6.60311382086032e-05,0.000400030318087975,0.984528523625226,-1.97866657393586
"PA1274",86.0186590234057,1.19701018841754,0.300229672539368,3.98698162740922,6.69192054423355e-05,0.000404939005955714,1.19701018841754,2.29264056219436
"PA2572",161.396183684742,-1.07691867456035,0.270202119086517,-3.98560410333247,6.73086582586523e-05,0.000406822598813039,1.07691867456035,-2.10952571576674
"PA2953",2144.69779921014,0.8753891143653,0.219957728809562,3.97980611594334,6.8971495963305e-05,0.000416389402544129,0.8753891143653,1.83450280990943
"PA3062",38.9965090231289,1.44873973147032,0.364102448667848,3.97893432678321,6.9224857716663e-05,0.000417434715593875,1.44873973147032,2.72969494237615
"PA0103",80.139958786922,-1.08968063193793,0.274289156342758,-3.97274411598043,7.10493613203477e-05,0.000427940829063761,1.08968063193793,-2.1282691797829
"PA5378",189.734941045646,-0.749396506394392,0.188755617439789,-3.97019445862819,7.18139958916696e-05,0.000432046282797975,0.749396506394392,-1.68108946705366
"PA1639",185.184957327989,0.776866414720144,0.195838256953894,3.96687770205717,7.28203346424883e-05,0.000437089990172444,0.776866414720144,1.71340525070037
"PA0955",684.978701924905,0.632063067329889,0.159399928517382,3.96526568869174,7.33142392463789e-05,0.000439547581841193,0.632063067329889,1.54977960896311
"PA0925",119.223808707529,0.832169841095733,0.209899971882424,3.96460196555851,7.35185167056656e-05,0.000440265087383526,0.832169841095733,1.78036104695298
"PA2263",628.291806417461,-0.857961778191369,0.216462794533034,-3.96355309023065,7.3842432319262e-05,0.00044169657217177,0.857961778191369,-1.81247585736146
"PA4304",82.3376067267852,-1.19030753835864,0.300367276097695,-3.96284027282482,7.40633357330419e-05,0.000442001833893062,1.19030753835864,-2.28201383528914
"PA4454",299.885410095347,0.759176371752403,0.191572169961365,3.9628740015082,7.40528690811108e-05,0.000442001833893062,0.759176371752403,1.69252409430297
"PA3809",422.768136438076,0.71182265368024,0.179766569236488,3.95970539296334,7.50422801294209e-05,0.000447331071928415,0.71182265368024,1.63787204448105
"PA3966",371.211721101475,0.90271532108255,0.228021720251333,3.95890058231096,7.52955691685497e-05,0.000448327393539054,0.90271532108255,1.86958144508632
"PA5215",1021.16869077296,0.747617438349857,0.189059279710775,3.95440752494969,7.67245393045208e-05,0.00045579281111955,0.747617438349857,1.67901769916139
"PA4178",47.0337976861426,1.35099627651374,0.341690057302291,3.95386476030388,7.68988856098183e-05,0.000456307640494293,1.35099627651374,2.5508821997155
"PA5357",121.848158714658,0.798103240855946,0.202513321247293,3.94099131820256,8.11455634459848e-05,0.00048095844211037,0.798103240855946,1.73881354715234
"PA3633",302.880403692018,0.991998166671495,0.251788616235506,3.93980546659681,8.15477079481675e-05,0.000482243491093481,0.991998166671495,1.98893780986932
"PA4291",341.691494895907,0.965714117965885,0.245104533258266,3.94000920802356,8.14784816575919e-05,0.000482243491093481,0.965714117965885,1.95303001042004
"PA2497",51.7756599299507,-1.16718704461398,0.296579844093943,-3.93549011457525,8.30270819431551e-05,0.000489878610467323,1.16718704461398,-2.24573398344244
"PA1894",177.741456842653,-1.0593916889224,0.269374388498585,-3.93278549912313,8.39671602872355e-05,0.000494864215328169,1.0593916889224,-2.08405259747699
"PA1178",1543.00503441831,0.911309745926021,0.231873220094164,3.93020697067103,8.48727721046253e-05,0.00049932201180522,0.911309745926021,1.88075215825069
"PA3573",207.13324461174,0.804037456507803,0.204585200989153,3.93008610896754,8.49154458969292e-05,0.00049932201180522,0.804037456507803,1.74598051234899
"PA0265",1241.3600435071,0.837033234481437,0.21308091410332,3.92824124114452,8.55693529982603e-05,0.000502599224608292,0.837033234481437,1.78637285580815
"PA3240",89.6526711089842,-1.14735015951581,0.292358984036803,-3.92445665145483,8.69257093923937e-05,0.000509990295014675,1.14735015951581,-2.21506672718519
"PA5058",117.75672987394,-0.98806181681408,0.252007381375279,-3.92076538164054,8.82681697558663e-05,0.000517283283118838,0.98806181681408,-1.98351844975262
"PA0932",906.417305014858,0.585194509351401,0.149337343408002,3.91860800518327,8.90618200939339e-05,0.000521347257332769,0.585194509351401,1.50024124358929
"PA1564",102.403799922354,0.895859665148558,0.228692769119201,3.91730647452876,8.95438792080535e-05,0.00052240621905685,0.895859665148558,1.8607183094965
"PA3105",816.490989240936,-0.593670341999029,0.151548316389648,-3.91736679193871,8.95214845698608e-05,0.00052240621905685,0.593670341999029,-1.50908110180438
"PA2030",74.160144839557,-0.9972182509194,0.254648651518579,-3.91605549439417,9.00095377044475e-05,0.00052453486474126,0.9972182509194,-1.99614739235405
"PA5290",158.250860171432,0.807165624925609,0.206240383608116,3.91371277925536,9.08877375230151e-05,0.000529060163389005,0.807165624925609,1.74977039621025
"PA1438",88.484326206505,-1.01523839907927,0.259907364923429,-3.9061547924137,9.37764523060964e-05,0.000543443939644684,1.01523839907927,-2.02123686597798
"PA1809",104.85872774632,-0.79781987767289,0.20423375336043,-3.90640559920036,9.36792169541916e-05,0.000543443939644684,0.79781987767289,-1.73847205616296
"PA5531",1452.11949308959,1.24576629944291,0.318902246323698,3.90642058437684,9.36734103624318e-05,0.000543443939644684,1.24576629944291,2.37144482001069
"PA1869",306.889440605837,-1.0602344070236,0.271612698511458,-3.90347878738401,9.48198643118741e-05,0.000548879392523908,1.0602344070236,-2.08527030589109
"PA1662",259.21666779493,-0.998580391496025,0.255939083021138,-3.90163307498273,9.55459116055341e-05,0.000552467693327999,0.998580391496025,-1.99803297266977
"PA0316",3068.03558475604,0.720353701120553,0.184871867102998,3.89650254746019,9.75917815297293e-05,0.000562627895864698,0.720353701120553,1.64758591861256
"PA5173",489.869073261144,-0.955917914000609,0.245332729706467,-3.89641412763937,9.76274000702963e-05,0.000562627895864698,0.955917914000609,-1.9398134466606
"PA4046",259.877401604216,0.780899928624702,0.200485721354696,3.89504012229951,9.81824763163175e-05,0.000565200892422695,0.780899928624702,1.71820232404552
"PA1728",420.092662197953,-0.658597370996125,0.169259033748092,-3.89106186188156,9.98064806180134e-05,0.000572852013285055,0.658597370996125,-1.57854716914853
"PA3481",513.491408560646,-0.648858105018916,0.166759729469305,-3.89097599932453,9.98418093869226e-05,0.000572852013285055,0.648858105018916,-1.56792668853969
"PA2072",101.075446114713,-1.04619609635913,0.2691203731371,-3.88746524153399,0.000101296487390298,0.000580558282355849,1.04619609635913,-2.0650777447717
"PA0731",120.84409104827,-1.23107889969461,0.316778758825947,-3.88624194455859,0.000101808041983179,0.000582643614364599,1.23107889969461,-2.34742473160023
"PA1690",22.7714601213136,1.49670941237478,0.385148284773361,3.8860601787582,0.000101884260006108,0.000582643614364599,1.49670941237478,2.82198322572766
"PA1997",206.912344359113,-0.670879590114427,0.172667650975796,-3.88538088242405,0.000102169579515002,0.000583633909765171,0.670879590114427,-1.59204331725496
"PA0874",24.273439139008,1.75101558832612,0.451299947962326,3.8799374921982,0.000104483312407388,0.000595210772844175,1.75101558832612,3.36595429809571
"PA3348",1285.54783795887,-0.593274457442845,0.152913104562147,-3.87981435038961,0.000104536221857264,0.000595210772844175,0.593274457442845,-1.50866705730804
"PA5424",253.290182739918,0.710479811770962,0.18312245632336,3.87980713035209,0.000104539324823131,0.000595210772844175,0.710479811770962,1.63634824361496
"PA2241",162.908686786042,1.05992815585171,0.273295930880648,3.87831663807171,0.000105181760314848,0.000598214077244226,1.05992815585171,2.08482769766153
"PA0397",68.7393267239366,-0.910819696457322,0.235157812385134,-3.87322746039842,0.000107403500662505,0.000610183206820608,0.910819696457322,-1.88011341960242
"PA0475",46.7899650837781,-1.12112291962649,0.289702635350658,-3.86990928912149,0.000108875855890705,0.000617873450441909,1.12112291962649,-2.1751621006549
"PA3054",137.371010459095,-0.816044043115789,0.211591237770811,-3.85670055014142,0.000114927810871363,0.000650799050897249,0.816044043115789,-1.76057177367751
"PA1829",529.972701439472,-0.866458829526315,0.224716872451586,-3.85578003143928,0.000115361187492069,0.000651834549086564,0.866458829526315,-1.82318230740317
"PA4022",182.253617800731,1.36372384775808,0.353667876520518,3.85594490846828,0.000115283450893876,0.000651834549086564,1.36372384775808,2.57348584585378
"PA0931",1673.03701455129,0.863586255924402,0.224185228728317,3.85211042147187,0.000117104191690408,0.000659789675044093,0.863586255924402,1.81955575105143
"PA1359",58.0852636429138,0.942793071972687,0.244753164854629,3.85201585659845,0.000117149435000143,0.000659789675044093,0.942793071972687,1.92224612620721
"PA4279",184.732900346156,1.03723670938722,0.269238288780681,3.85248589301553,0.000116924714855295,0.000659789675044093,1.03723670938722,2.0522929918838
"PA4347",184.188873446088,-0.932377646347865,0.242249616939679,-3.84883021953355,0.00011868322726904,0.000667705421306038,0.932377646347865,-1.90841859195872
"PA0469",274.105263981523,-0.704021941256854,0.183004048197985,-3.84702933180581,0.000119558660615805,0.000671876307717728,0.704021941256854,-1.62903990123848
"PA1401",28.2103244604297,-1.41135581940523,0.366893264651045,-3.84677494896937,0.000119682808849795,0.000671876307717728,1.41135581940523,-2.65987015312536
"PA3000",471.483898218268,0.657071229560629,0.171062625572302,3.84111507328005,0.000122476678533961,0.000686819649882254,0.657071229560629,1.57687820071861
"PA1433",174.456121774768,-0.654750365088543,0.170495262854347,-3.84028479224018,0.000122891662789185,0.000688404965721117,0.654750365088543,-1.57434351502994
"PA2352",121.835638422805,0.965304337956974,0.25141379352698,3.83950428659907,0.000123282977140986,0.000689854422625473,0.965304337956974,1.95247535473495
"PA3181",4350.13974496168,-0.754374297574099,0.196773474408176,-3.83371945757927,0.000126220088395882,0.000704773969970141,0.754374297574099,-1.68689981860132
"PA3764",268.73450740747,0.722385152072392,0.188426781075052,3.83377112293108,0.000126193567052174,0.000704773969970141,0.722385152072392,1.64990750940839
"PA0412",374.182302729399,-0.633453913200815,0.165623645679685,-3.82465867480003,0.00013095338409826,0.000730419518593084,0.633453913200815,-1.55127441130294
"PA5472",312.365944892595,0.782233257148603,0.204740822130849,3.82060230591769,0.000133126168621625,0.000741743663283656,0.782233257148603,1.71979100845872
"PA2856",155.309428835948,-0.68479736062768,0.179263519814925,-3.82005977197523,0.000133419337881122,0.000742582068805732,0.68479736062768,-1.60747618127723
"PA3985",120.606094685537,-1.02901796944204,0.269552740220848,-3.81750142327973,0.000134810009784082,0.000749520609953377,1.02901796944204,-2.04063473539945
"PA2914",41.1344181335049,1.20553705993127,0.315873182170923,3.81652235129902,0.00013534581985824,0.00075117033102213,1.20553705993127,2.30623105503015
"PA3851",153.156396575515,-0.67862698690423,0.177817135076869,-3.81643190129492,0.000135395420925972,0.00075117033102213,0.67862698690423,-1.60061572384944
"PA1905",15.4357538117772,-4.07403917067116,1.0677633360674,-3.81548891318554,0.000135913558703771,0.000753241916394488,4.07403917067116,-16.8425557620529
"PA0249",99.9558875823142,-0.803981008256805,0.210950905098201,-3.81122331702032,0.000138280772652235,0.000764732349502901,0.803981008256805,-1.74591219880018
"PA3260",135.221670671367,0.805382209875268,0.211316109567189,3.81126744915392,0.000138256083686498,0.000764732349502901,0.805382209875268,1.74760872046368
"PA2202",80.7387307984476,1.05003826249324,0.275551846753675,3.81067401602975,0.000138588417421429,0.000765246516021559,1.05003826249324,2.07058476204971
"PA2944",466.031092993099,0.784913461211243,0.206006306632324,3.8101428739856,0.000138886504995166,0.000765246516021559,0.784913461211243,1.72298896435185
"PA3903",1155.28679797802,0.926656088179869,0.243200093044274,3.81026206273357,0.000138819561369094,0.000765246516021559,0.926656088179869,1.90086501737604
"PA4617",283.644184105542,0.699199631639744,0.18351654828051,3.81000862424134,0.00013896194420453,0.000765246516021559,0.699199631639744,1.62360381114088
"PA1598",31.1650309966204,-1.32776047131392,0.348538774192992,-3.8095057698766,0.00013924485728471,0.000765319195531995,1.32776047131392,-2.51012719497902
"PA3827",537.188487615377,0.625505511526104,0.164197842592136,3.80946242442324,0.000139269269440584,0.000765319195531995,0.625505511526104,1.54275130134101
"PA0583",171.643806083336,0.886857240669913,0.232893315664462,3.80799782999199,0.000140096502267161,0.000769052951264034,0.886857240669913,1.84914356845037
"PA0962",1309.17016868259,-1.32275421106375,0.347663312891847,-3.80469886241705,0.000141976810543031,0.000778553553283387,1.32275421106375,-2.50143196019166
"PA1207",244.222504706745,-0.706592679026272,0.185737954344791,-3.80424497254128,0.000142237365905057,0.000779161318073597,0.706592679026272,-1.63194527462002
"PA3222",63.6768679013413,-1.04938927985103,0.276090254860554,-3.80089214080029,0.000144176054381149,0.000788950774973188,1.04938927985103,-2.06965353865519
"PA3603",127.395809310586,1.0915002018474,0.28726577490529,3.79961797470396,0.000144919312053972,0.00079218497891688,1.0915002018474,2.13095510962522
"PA1808",96.7998798070263,-0.942072584115776,0.248033414149522,-3.7981680304891,0.00014576949490269,0.000795996276467572,0.942072584115776,-1.92128638822785
"PA1659",41.2175332512101,-1.54797270990342,0.407693084162252,-3.79690696270769,0.000146512745587504,0.000799216276768734,1.54797270990342,-2.92405958460939
"PA5490",2093.44617503798,0.66542143828526,0.17531912350334,3.79548690974708,0.000147353970374783,0.000802963415529185,0.66542143828526,1.58603151511471
"PA2770",349.831750758279,0.721564015805572,0.190274881888081,3.7922189657697,0.000149307173910554,0.000812755787688833,0.721564015805572,1.64896870157073
"PA5250",304.183532594784,0.607881153086631,0.160344868872578,3.79108578503812,0.000149990132712409,0.000815620324592871,0.607881153086631,1.52401927889426
"PA2430",70.9071021116041,-1.0597961344437,0.279630006316566,-3.78999431571703,0.000150650732189656,0.000818357422040678,1.0597961344437,-2.08463692325186
"PA4496",255.286281557608,-0.927659970209535,0.245003470099385,-3.7863135972451,0.000152898694651325,0.000829702614145457,0.927659970209535,-1.90218817178228
"PA2042",653.903267544584,0.603746647791988,0.159816858503162,3.77774068046797,0.000158257537408532,0.00085788773403542,0.603746647791988,1.51965796527224
"PA5470",164.914427413874,1.33169699636548,0.352579701934237,3.77700981950988,0.000158722476107111,0.000859512763435385,1.33169699636548,2.51698565877315
"PA2005",166.031728602,-0.672127300389552,0.177987521761937,-3.77626079477942,0.000159200303285551,0.000860309842469375,0.672127300389552,-1.59342078648196
"PA4349",170.664283452041,-0.890614438834462,0.235831864459474,-3.7764805060408,0.000159060002225251,0.000860309842469375,0.890614438834462,-1.85396555318619
"PA2530",347.44691844666,-0.91335428175763,0.241909532565145,-3.77560268945444,0.000159621246899833,0.000861689801728975,0.91335428175763,-1.88341938246827
"PA1851",78.3195277962757,-1.04649191227843,0.277295258038743,-3.77392646264515,0.000160698147387027,0.000866604309846722,1.04649191227843,-2.06550121992575
"PA3431",436.508311499579,1.06020238016509,0.281270476264692,3.76933403834173,0.000163683704091856,0.000881790886225691,1.06020238016509,2.08522401480818
"PA0558",152.120029776657,-0.916684401876573,0.243273033043423,-3.76812995015749,0.000164475079272886,0.00088513786198149,0.916684401876573,-1.88777183180893
"PA1326",891.486636309845,1.15227173341292,0.305861354321992,3.76730082807348,0.000165022102950887,0.000887164280740099,1.15227173341292,2.22263605416426
"PA1798",170.95451476826,0.733758763082838,0.194797429451179,3.76677846904923,0.000165367614253612,0.000888086760175214,0.733758763082838,1.66296610446617
"PA3060",47.7080682224033,1.59413287726902,0.423236949310872,3.7665257720637,0.000165535003337809,0.000888086760175214,1.59413287726902,3.01912999668866
"PA0458",91.6005839820652,-0.832937262665132,0.221317239825625,-3.76354441850712,0.000167521954893325,0.000897199674940631,0.832937262665132,-1.78130833718638
"PA4428",310.468046703504,0.982301776109999,0.261010274508747,3.76346018546132,0.00016757841737938,0.000897199674940631,0.982301776109999,1.97561492943909
"PA2238",328.662039854972,0.607208601076262,0.161361198692648,3.76303972699683,0.00016786052386403,0.000897786398960341,0.607208601076262,1.52330898092685
"PA0858",727.255384566499,0.664670066388966,0.176661711323267,3.76238892632886,0.000168298059435289,0.000899202362732283,0.664670066388966,1.58520570702506
"PA2015",251.896364707817,-1.46355262264859,0.389479207447243,-3.75771695809162,0.000171470677889649,0.000915213751525881,1.46355262264859,-2.75786650118991
"PA0648",103.470088280783,1.62236608565795,0.432322222385097,3.75267798335105,0.000174955532769977,0.000932857164482543,1.62236608565795,3.07879558941236
"PA1915",155.564043616989,-0.720936395232026,0.192244971675754,-3.750092337645,0.000176769465964189,0.000940273184518975,0.720936395232026,-1.64825150107326
"PA2020",269.839631811327,0.739256619425052,0.197122511348431,3.75023945447992,0.000176665784963884,0.000940273184518975,0.739256619425052,1.66931546544429
"PA4455",434.020802792298,0.942480486207887,0.251333248858382,3.74992361929377,0.000176888441130684,0.000940273184518975,0.942480486207887,1.92182968221254
"PA4783",117.224780964993,0.805146885702377,0.215106563493289,3.7430140327982,0.000181826070447038,0.000964549307447895,0.805146885702377,1.74732368376078
"PA0916",412.445467468028,0.982876714247285,0.262753894454694,3.74067420118395,0.000183527293033863,0.000971593115918844,0.982876714247285,1.97640240197784
"PA1277",294.117718337297,1.23087254461123,0.329077367185543,3.74037435372219,0.000183746381789471,0.000971764401252446,1.23087254461123,2.34708899302002
"PA0330",497.652415584591,0.58706757873582,0.157053573922145,3.73800840104946,0.000185483750334506,0.000979956788569307,0.58706757873582,1.50219029090585
"PA3043",237.578629274517,-0.827992696601289,0.221746926913667,-3.73395342215341,0.000188497369089958,0.000993860495181502,0.827992696601289,-1.77521368779834
"PA3896",190.457465993902,-0.61155232369888,0.163803628416126,-3.73344796822995,0.00018887622672726,0.000994850084907553,0.61155232369888,-1.52790233059967
"PA3658",615.444839605428,0.61350465659277,0.16435996464121,3.73268914928292,0.000189446335408776,0.00099684401361706,0.61350465659277,1.52997137025506
"PA2707",459.497778253836,-0.755615956462601,0.202970677064939,-3.72278383946488,0.000197038205265579,0.00103469911221198,0.755615956462601,-1.68835227784913
"PA1984",35.7158586178388,2.14768650787194,0.577078977963686,3.72165091760991,0.000197924517053797,0.00103830563180238,2.14768650787194,4.43116641128262
"PA3767",294.113381218976,0.652660751169006,0.175559775493718,3.71759846088639,0.000201125609338314,0.00105403592245376,0.652660751169006,1.57206487074834
"PA5546",783.897866364774,-0.934993943534091,0.251530095264092,-3.71722494102505,0.000201423093296985,0.00105453297536973,0.934993943534091,-1.91188260904487
"PA3426",204.466445595916,-0.965802170534146,0.259863845306974,-3.71656999608105,0.000201945711893294,0.0010562065172791,0.965802170534146,-1.9531492140989
"PA3937",433.635176254634,0.737321952242222,0.19842352532666,3.71589987139068,0.000202481761616942,0.00105688574468863,0.737321952242222,1.66707839850799
"PA4321",211.193296234329,0.708312098585859,0.190608203556091,3.71606303071537,0.00020235112336815,0.00105688574468863,0.708312098585859,1.63389140413459
"PA0841",103.452545485159,-0.798980380301124,0.215107808455971,-3.71432532382785,0.000203746546951333,0.0010624218740829,0.798980380301124,-1.73987104416034
"PA0839",87.8111978498952,1.17034247811355,0.315244082241877,3.71249626572079,0.000205225089713389,0.00106906042729577,1.17034247811355,2.2506511829624
"PA5052",391.28042302596,0.586798761617383,0.158084679277165,3.71192682491746,0.000205687457964044,0.00107039753124489,0.586798761617383,1.50191041412323
"PA4075",183.073319646526,-0.857356904823054,0.231077939952751,-3.71024990528459,0.000207054754630911,0.00107536221866194,0.857356904823054,-1.81171610664962
"PA2651",373.627141045977,-0.67923634775822,0.183085448113212,-3.70994174992111,0.000207306939527356,0.00107559851774712,0.67923634775822,-1.60129192952623
"PA1370",230.327238592658,-0.947122707297464,0.255553515592053,-3.70616191721417,0.000210423802589283,0.00109068273772373,0.947122707297464,-1.92802359504537
"PA0266",1472.15912660516,0.817912507614975,0.220773676329937,3.70475557236561,0.000211594672227597,0.00109566037241036,0.817912507614975,1.76285340415156
"PA2533",311.203753177525,-0.610036517757906,0.16470173574826,-3.70388639188553,0.000212321375432835,0.00109833045502234,0.610036517757906,-1.52629784239875
"PA0180",159.888933693254,-0.859675717518444,0.232297896510697,-3.700746887645,0.00021496581668644,0.00111090576964869,0.859675717518444,-1.81463038036076
"PA1675",151.145140041205,1.02112053143601,0.27598733258687,3.69988188176936,0.000215699837473718,0.00111359320854487,1.02112053143601,2.02949464228929
"PA5193",558.175327678697,0.666141834720595,0.18023007992279,3.69606358165057,0.000218968156496218,0.0011293461708685,0.666141834720595,1.58682368305815
"PA1896",120.798643362444,-0.822908715490759,0.222717675106935,-3.69485140815901,0.000220015415915533,0.00113362398457865,0.822908715490759,-1.76896893808856
"PA1164",338.964999222205,0.880623415836467,0.238406960385147,3.69378232252035,0.000220942955058937,0.00113615329854418,0.880623415836467,1.84117073410297
"PA4787",374.976586994208,-0.69041465659218,0.186991088734982,-3.69223293614108,0.000222293720578868,0.00114197090018996,0.69041465659218,-1.61374727188599
"PA3423",84.5546465856498,-0.821713236879392,0.222581456741302,-3.69174166127611,0.000222723633519293,0.00114305107380118,0.821713236879392,-1.76750370217959
"PA0744",119.21482310786,-0.958038786774309,0.259588575683815,-3.69060458169477,0.000223721683727399,0.00114704201193831,0.958038786774309,-1.94266721887914
"PA4273",14078.0067965402,0.618091573669863,0.167527461366782,3.68949406041929,0.000224700473987193,0.00114979475578107,0.618091573669863,1.53484351561406
"PA2586",611.61601208576,0.806664802921404,0.218655157407761,3.68921004418427,0.000224951444659251,0.00114994824951546,0.806664802921404,1.74916308045428
"PA1150",475.216361815563,1.33832734300908,0.363089113425607,3.68594731574976,0.0002278534878642,0.00116249955965225,1.33832734300908,2.52857985871254
"PA4317",720.20338576737,0.935770740345629,0.253967371158365,3.6846100980512,0.000229053001775687,0.00116747484940321,0.935770740345629,1.9129123098277
"PA1252",70.5006963594207,-0.958453549750111,0.260228039428953,-3.68312942699545,0.000230388109875377,0.00117313084519712,0.958453549750111,-1.94322580003988
"PA1820",113.781457357286,-0.809779678213528,0.219893494960205,-3.68259951646172,0.000230867697635969,0.00117442375219705,0.809779678213528,-1.75294372064446
"PA0063",130.527177708462,-0.860054483970598,0.233622165707643,-3.68139076771884,0.000231965166291158,0.00117885422400311,0.860054483970598,-1.81510685759573
"PA5184",109.735625050781,-0.798506605265764,0.216921968888291,-3.68107762140484,0.000232250281094589,0.00117915167104023,0.798506605265764,-1.73929977157164
"PA2749",15.5203891505311,1.96307360937659,0.533467333509363,3.67983845695424,0.00023338174961237,0.00118374134988574,1.96307360937659,3.8989174495715
"PA3611",220.623730745083,1.09051363313124,0.2964206732507,3.67893919534058,0.000234206093085293,0.00118676583097942,1.09051363313124,2.12949838112485
"PA3688",96.1771092139052,-1.11964558428823,0.304622770230359,-3.67551507538829,0.000237370022787249,0.00120162801418759,1.11964558428823,-2.17293585116521
"PA1482",209.01905274654,0.67836119346166,0.18459843311532,3.67479388645667,0.000238041503378576,0.00120385615508465,0.67836119346166,1.60032086321416
"PA5217",340.797094853123,0.753967631338004,0.205346819547717,3.6716791280169,0.00024096209836823,0.00121744345622162,0.753967631338004,1.68642438304209
"PA4526",693.236521677389,-0.958038016107725,0.261185506782692,-3.66803666830113,0.00024442013687204,0.00123371716031241,0.958038016107725,-1.94266618113501
"PA2590",67.1083006396761,0.995522240219539,0.271706288738775,3.66396466140192,0.000248341063681442,0.00125229350329285,0.995522240219539,1.99380213015
"PA1515",129.055195050828,-1.09287267693809,0.29838267334024,-3.66265461966657,0.000249614991692095,0.00125749895137044,1.09287267693809,-2.13298330985525
"PA0846",192.189277294174,-0.878817776999628,0.23995680162663,-3.66239994466612,0.000249863356617446,0.00125753279287929,0.878817776999628,-1.8388678150973
"PA2070",39.2856387228927,1.21407207827935,0.331544475021111,3.66186792345747,0.00025038294397409,0.00125771509695093,1.21407207827935,2.31991521106562
"PA2250",88.3840424424901,-1.01689537539571,0.277697167661412,-3.66188601763336,0.00025036525604269,0.00125771509695093,1.01689537539571,-2.0235596476821
"PA5268",170.734517704108,-0.799056450162019,0.218815492197248,-3.65173618256298,0.000260473393398357,0.00130462323315212,0.799056450162019,-1.73996278582016
"PA0308",184.523097667087,-0.786161140865179,0.215348046267244,-3.65065369522583,0.000261573727398856,0.00130887468979197,0.786161140865179,-1.72447969389361
"PA0506",2140.15460526313,1.21117480887698,0.331845289241273,3.64981769560808,0.000262426490790314,0.00131062136091439,1.21117480887698,2.31526095317284
"PA4608",177.311064744492,-0.710485601322049,0.194656045226413,-3.64995395080411,0.00026228732579533,0.00131062136091439,0.710485601322049,-1.63635481031166
"PA1966",37.4981837635792,1.24740292623211,0.341888648069877,3.64856491513915,0.000263709273354012,0.00131453288798323,1.24740292623211,2.37413656864015
"PA3641",444.652215241484,0.734177481577361,0.201223933706219,3.64855943353755,0.000263714899126535,0.00131453288798323,0.734177481577361,1.66344882305928
"PA4055",432.856077707786,-0.634010339393663,0.17379378245698,-3.64806111260398,0.000264226796643999,0.00131582416242619,0.634010339393663,-1.55187283035034
